,Date,Team,Opponent,Transfers - Home,Transfers - Away,Season,Shots - Home,SoT% - Home,G/SoT - Home,Avg. Distance of Shots - Home,FK Shots - Home,PK - Home,SoT Against - Home,Save% - Home,Clean Sheet - Home,PK Allowed - Home,# Defensive Actions OPA - Home,Live Passes - Home,Passes Completed - Home,Passes Under Pressure - Home,Ground Passes - Home,High Passes - Home,Shot-Creating Actions - Home,Presses (Applied) - Home,Successful Dribbles - Home,Red Cards - Home,Yellow Cards - Home,Fouls - Home,Own Goals - Home,Aerial Battles Won (%) - Home,GF - Home,GA - Home,Possession - Home,Shots - Away,SoT% - Away,G/SoT - Away,Avg. Distance of Shots - Away,FK Shots - Away,PK - Away,SoT Against - Away,Save% - Away,Clean Sheet - Away,PK Allowed - Away,# Defensive Actions OPA - Away,Live Passes - Away,Passes Completed - Away,Passes Under Pressure - Away,Ground Passes - Away,High Passes - Away,Shot-Creating Actions - Away,Presses (Applied) - Away,Successful Dribbles - Away,Red Cards - Away,Yellow Cards - Away,Fouls - Away,Own Goals - Away,Aerial Battles Won (%) - Away,GF - Away,GA - Away,Possession - Away,Home Team,Away Team,Hour,Day of Week,Month,Output
300,2018-09-15,Huddersfield Town,Crystal Palace,43.38,9.63,18_19,6.333333333333333,31.866666666666664,0.39999999999999997,18.333333333333332,0.0,0.0,6.333333333333333,52.366666666666674,0.6666666666666666,0.0,0.3333333333333333,310.3333333333333,251.66666666666666,85.66666666666667,202.33333333333334,114.0,7.0,175.66666666666666,77.93333333333334,0.3333333333333333,1.6666666666666667,12.0,0.3333333333333333,47.300000000000004,0.6666666666666666,2.3333333333333335,41.333333333333336,12.333333333333334,29.433333333333334,0.11,16.5,0.3333333333333333,0.0,5.333333333333333,68.89999999999999,0.0,0.3333333333333333,0.3333333333333333,386.0,340.3333333333333,95.66666666666667,286.3333333333333,99.66666666666667,20.333333333333332,140.66666666666666,55.166666666666664,0.3333333333333333,1.3333333333333333,11.0,0.0,52.36666666666667,0.3333333333333333,2.0,47.666666666666664,11,8,15,5,9,0
567,2018-09-15,Watford,Manchester United,27.09,74.43,18_19,9.666666666666666,49.36666666666667,0.5233333333333333,17.433333333333334,0.3333333333333333,0.0,2.6666666666666665,61.13333333333333,0.0,0.0,1.0,309.6666666666667,241.0,50.0,171.66666666666666,125.33333333333333,17.333333333333332,161.33333333333334,57.46666666666667,0.0,2.6666666666666665,15.333333333333334,0.3333333333333333,48.800000000000004,2.3333333333333335,1.0,40.333333333333336,17.0,28.900000000000002,0.25,18.433333333333334,0.3333333333333333,0.3333333333333333,3.3333333333333335,46.666666666666664,0.3333333333333333,0.3333333333333333,0.6666666666666666,515.0,465.0,89.66666666666667,365.6666666666667,121.0,29.666666666666668,120.66666666666667,67.66666666666667,0.3333333333333333,2.0,13.333333333333334,0.0,62.03333333333333,1.3333333333333333,2.0,58.333333333333336,23,15,17,5,9,0
468,2018-09-15,Newcastle United,Arsenal,50.76,69.89,18_19,6.666666666666667,48.5,0.3333333333333333,18.366666666666667,0.6666666666666666,0.0,3.3333333333333335,41.666666666666664,0.3333333333333333,0.3333333333333333,0.0,217.33333333333334,167.33333333333334,59.666666666666664,118.0,102.33333333333333,7.666666666666667,221.66666666666666,55.43333333333334,0.3333333333333333,1.6666666666666667,19.0,0.3333333333333333,50.1,0.6666666666666666,1.3333333333333333,29.333333333333332,16.333333333333332,54.5,0.26666666666666666,16.96666666666667,0.3333333333333333,0.0,6.333333333333333,62.0,0.0,0.0,0.3333333333333333,520.6666666666666,477.0,69.66666666666667,424.6666666666667,76.66666666666667,27.0,147.33333333333334,52.06666666666666,0.0,2.3333333333333335,16.0,0.0,39.63333333333333,2.6666666666666665,2.0,57.0,17,0,15,5,9,0
167,2018-09-15,Chelsea,Cardiff City,180.9,36.18,18_19,20.666666666666668,28.7,0.20000000000000004,19.133333333333336,0.6666666666666666,0.3333333333333333,3.0,72.23333333333333,0.3333333333333333,0.0,0.3333333333333333,763.3333333333334,717.6666666666666,108.0,665.0,74.0,33.0,120.0,82.8,0.0,1.0,10.666666666666666,0.0,60.1,2.3333333333333335,1.0,71.0,13.666666666666666,16.666666666666668,0.22333333333333336,15.800000000000002,0.3333333333333333,0.0,5.666666666666667,90.89999999999999,0.6666666666666666,0.0,1.0,275.3333333333333,203.33333333333334,55.0,147.66666666666666,118.66666666666667,20.0,163.33333333333334,50.800000000000004,0.0,2.0,14.666666666666666,0.0,53.800000000000004,0.6666666666666666,1.0,41.333333333333336,7,6,15,5,9,1
34,2018-09-15,Bournemouth,Leicester City,80.19,103.1,18_19,11.0,31.233333333333334,0.20000000000000004,16.333333333333332,0.0,0.3333333333333333,4.333333333333333,66.66666666666667,0.0,0.3333333333333333,0.3333333333333333,315.3333333333333,267.6666666666667,49.0,222.0,88.33333333333333,15.666666666666666,123.66666666666667,45.0,0.3333333333333333,1.3333333333333333,10.0,0.0,45.06666666666666,1.3333333333333333,1.6666666666666667,39.666666666666664,8.666666666666666,45.833333333333336,0.3666666666666667,21.46666666666667,0.3333333333333333,0.0,3.6666666666666665,76.66666666666667,0.3333333333333333,0.0,0.3333333333333333,433.3333333333333,380.6666666666667,63.0,320.6666666666667,96.33333333333333,13.333333333333334,164.33333333333334,57.03333333333333,0.3333333333333333,2.0,11.666666666666666,0.0,53.03333333333333,1.6666666666666667,1.0,48.0,2,12,15,5,9,1
534,2018-09-15,Tottenham Hotspur,Liverpool,0.0,163.9,18_19,15.0,40.6,0.28333333333333327,17.133333333333333,0.6666666666666666,0.0,3.6666666666666665,66.66666666666667,0.3333333333333333,0.0,0.3333333333333333,506.6666666666667,449.3333333333333,63.666666666666664,381.6666666666667,107.66666666666667,20.666666666666668,146.0,51.4,0.0,1.3333333333333333,13.333333333333334,0.0,45.666666666666664,2.3333333333333335,1.0,56.333333333333336,16.0,35.9,0.27666666666666667,16.999999999999996,0.6666666666666666,0.3333333333333333,3.0,93.33333333333333,0.6666666666666666,0.0,0.6666666666666666,618.3333333333334,562.3333333333334,78.33333333333333,502.6666666666667,96.0,27.666666666666668,160.0,54.96666666666667,0.0,1.3333333333333333,12.333333333333334,0.0,48.73333333333333,1.6666666666666667,0.3333333333333333,60.0,22,13,12,5,9,0
633,2018-09-16,Wolverhampton Wanderers,Burnley,97.43,29.7,18_19,12.333333333333334,25.46666666666667,0.22333333333333336,18.133333333333336,0.0,0.0,3.6666666666666665,61.1,0.3333333333333333,0.0,0.3333333333333333,405.6666666666667,358.3333333333333,74.33333333333333,289.6666666666667,93.33333333333333,20.333333333333332,175.0,47.699999999999996,0.0,1.0,13.0,0.3333333333333333,53.6,0.6666666666666666,1.0,46.333333333333336,10.0,28.73333333333333,0.44333333333333336,15.433333333333332,0.6666666666666666,0.0,8.666666666666666,63.9,0.0,0.0,1.0,407.6666666666667,337.3333333333333,69.66666666666667,246.0,133.33333333333334,15.0,135.0,59.63333333333333,0.0,1.3333333333333333,10.333333333333334,0.0,48.96666666666667,1.0,3.0,47.333333333333336,26,5,13,6,9,1
233,2018-09-16,Everton,West Ham United,80.69,90.81,18_19,11.666666666666666,30.066666666666666,0.6533333333333333,16.733333333333334,0.3333333333333333,0.0,4.666666666666667,78.33333333333333,0.0,0.3333333333333333,2.0,406.6666666666667,363.0,67.0,306.6666666666667,88.33333333333333,19.333333333333332,135.33333333333334,50.56666666666666,0.3333333333333333,2.0,13.0,0.0,49.833333333333336,1.6666666666666667,1.3333333333333333,54.0,12.333333333333334,32.666666666666664,0.06666666666666667,17.9,0.3333333333333333,0.3333333333333333,7.0,71.10000000000001,0.0,0.0,0.3333333333333333,415.3333333333333,364.3333333333333,74.0,295.3333333333333,89.0,21.333333333333332,130.66666666666666,59.43333333333334,0.0,3.6666666666666665,14.0,0.3333333333333333,46.70000000000001,0.6666666666666666,2.0,49.0,9,24,16,6,9,0
501,2018-09-17,Southampton,Brighton and Hove Albion,56.03,78.41,18_19,15.0,33.9,0.26,18.833333333333332,0.6666666666666666,0.0,6.0,77.13333333333334,0.3333333333333333,0.0,0.3333333333333333,380.6666666666667,324.6666666666667,69.66666666666667,260.0,112.0,22.0,145.66666666666666,58.333333333333336,0.3333333333333333,2.6666666666666665,17.0,0.0,47.800000000000004,1.3333333333333333,1.3333333333333333,48.333333333333336,8.0,32.13333333333333,0.44333333333333336,17.433333333333334,0.6666666666666666,0.6666666666666666,5.0,65.83333333333333,0.0,0.3333333333333333,0.0,319.3333333333333,255.0,76.66666666666667,205.33333333333334,108.66666666666667,13.333333333333334,222.66666666666666,55.333333333333336,0.0,1.6666666666666667,16.666666666666668,0.0,42.93333333333334,1.6666666666666667,1.6666666666666667,35.666666666666664,21,4,20,0,9,0
101,2018-09-22,Burnley,Bournemouth,29.7,80.19,18_19,9.666666666666666,25.766666666666666,0.3333333333333333,17.7,0.6666666666666666,0.0,8.666666666666666,75.0,0.0,0.0,1.3333333333333333,380.3333333333333,315.6666666666667,62.333333333333336,242.0,125.66666666666667,14.666666666666666,135.33333333333334,56.800000000000004,0.0,2.3333333333333335,11.0,0.0,50.76666666666666,0.6666666666666666,2.3333333333333335,42.0,10.333333333333334,30.866666666666664,0.3166666666666667,18.099999999999998,0.0,0.6666666666666666,5.333333333333333,61.9,0.0,0.3333333333333333,0.3333333333333333,325.6666666666667,274.0,71.0,234.0,91.33333333333333,13.0,124.66666666666667,40.36666666666667,0.3333333333333333,1.6666666666666667,11.0,0.0,39.9,2.0,2.0,42.333333333333336,5,2,15,5,9,1
369,2018-09-22,Liverpool,Southampton,163.9,56.03,18_19,16.666666666666668,44.0,0.27666666666666667,15.033333333333333,0.6666666666666666,0.0,3.3333333333333335,82.23333333333333,0.3333333333333333,0.0,1.0,517.0,465.3333333333333,77.33333333333333,409.0,96.0,27.0,142.66666666666666,61.699999999999996,0.0,1.0,13.0,0.0,47.833333333333336,1.6666666666666667,0.6666666666666666,52.333333333333336,14.333333333333334,32.699999999999996,0.2866666666666667,20.333333333333332,0.6666666666666666,0.3333333333333333,4.666666666666667,75.56666666666666,0.3333333333333333,0.3333333333333333,0.0,436.0,381.6666666666667,57.0,321.3333333333333,106.33333333333333,22.0,140.33333333333334,76.10000000000001,0.3333333333333333,1.6666666666666667,13.666666666666666,0.0,46.53333333333334,1.6666666666666667,1.3333333333333333,50.666666666666664,14,20,15,5,9,1
201,2018-09-22,Crystal Palace,Newcastle United,9.63,50.76,18_19,12.333333333333334,29.433333333333334,0.27666666666666667,14.433333333333332,0.0,0.0,4.0,75.56666666666666,0.3333333333333333,0.0,0.3333333333333333,385.6666666666667,338.0,91.33333333333333,290.3333333333333,97.33333333333333,20.666666666666668,139.0,60.73333333333333,0.0,1.6666666666666667,14.333333333333334,0.0,47.56666666666666,0.6666666666666666,1.3333333333333333,49.333333333333336,4.333333333333333,50.0,0.5,15.700000000000001,0.0,0.0,4.0,41.666666666666664,0.0,0.3333333333333333,0.3333333333333333,232.33333333333334,179.33333333333334,59.666666666666664,125.33333333333333,108.33333333333333,5.666666666666667,220.33333333333334,50.9,0.0,1.0,17.666666666666668,0.3333333333333333,47.73333333333333,1.0,2.0,26.333333333333332,8,16,15,5,9,0
436,2018-09-22,Manchester United,Wolverhampton Wanderers,74.43,97.43,18_19,17.333333333333332,42.800000000000004,0.19333333333333336,16.5,0.3333333333333333,0.0,4.333333333333333,73.33333333333333,0.3333333333333333,0.0,0.0,501.3333333333333,442.6666666666667,82.66666666666667,352.0,124.66666666666667,31.666666666666668,119.0,66.69999999999999,0.6666666666666666,2.3333333333333335,12.666666666666666,0.0,60.56666666666666,1.3333333333333333,1.3333333333333333,55.333333333333336,19.0,25.866666666666664,0.28,18.566666666666666,0.0,0.0,3.6666666666666665,94.43333333333334,0.6666666666666666,0.0,0.0,422.3333333333333,373.6666666666667,67.33333333333333,301.0,106.66666666666667,27.666666666666668,172.66666666666666,59.699999999999996,0.0,1.3333333333333333,13.333333333333334,0.0,51.333333333333336,1.0,0.3333333333333333,47.0,16,25,15,5,9,0
68,2018-09-22,Brighton and Hove Albion,Tottenham Hotspur,78.41,0.0,18_19,9.666666666666666,28.8,0.22,17.466666666666665,0.3333333333333333,0.6666666666666666,5.333333333333333,71.39999999999999,0.0,0.3333333333333333,0.3333333333333333,378.3333333333333,309.6666666666667,69.33333333333333,247.33333333333334,108.33333333333333,16.0,177.66666666666666,48.666666666666664,0.0,2.3333333333333335,17.333333333333332,0.0,46.666666666666664,1.3333333333333333,1.6666666666666667,40.666666666666664,10.666666666666666,32.93333333333333,0.31,17.5,0.6666666666666666,0.0,6.0,71.10000000000001,0.3333333333333333,0.0,0.3333333333333333,471.6666666666667,410.3333333333333,57.333333333333336,347.3333333333333,109.0,15.666666666666666,152.0,50.13333333333333,0.0,1.3333333333333333,17.0,0.0,45.666666666666664,1.6666666666666667,1.3333333333333333,56.666666666666664,4,21,17,5,9,0
268,2018-09-22,Fulham,Watford,103.5,27.09,18_19,15.0,43.166666666666664,0.24333333333333332,19.96666666666667,0.3333333333333333,0.0,4.666666666666667,44.46666666666667,0.0,0.3333333333333333,0.6666666666666666,494.0,445.6666666666667,118.33333333333333,387.3333333333333,90.33333333333333,23.666666666666668,136.33333333333334,47.93333333333334,0.0,1.6666666666666667,13.333333333333334,0.0,50.199999999999996,2.0,2.3333333333333335,52.0,11.333333333333334,39.03333333333333,0.42333333333333334,17.666666666666668,0.6666666666666666,0.0,3.6666666666666665,61.13333333333333,0.0,0.0,2.0,326.0,256.0,58.666666666666664,192.0,124.0,20.333333333333332,157.0,62.1,0.0,2.6666666666666665,13.333333333333334,0.3333333333333333,48.900000000000006,1.6666666666666667,1.3333333333333333,40.333333333333336,10,22,12,5,9,0
134,2018-09-22,Cardiff City,Manchester City,36.18,70.73,18_19,11.333333333333334,27.766666666666666,0.38999999999999996,14.133333333333333,0.0,0.0,6.0,74.23333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,236.0,177.66666666666666,51.333333333333336,133.0,102.66666666666667,15.333333333333334,172.66666666666666,54.53333333333333,0.0,1.3333333333333333,14.0,0.0,62.166666666666664,1.0,2.3333333333333335,31.333333333333332,23.333333333333332,32.9,0.25,17.1,1.6666666666666667,0.0,2.3333333333333335,66.66666666666667,0.3333333333333333,0.0,0.6666666666666666,704.0,669.3333333333334,66.0,607.6666666666666,66.33333333333333,37.666666666666664,165.33333333333334,60.6,0.0,0.6666666666666666,6.666666666666667,0.0,53.5,2.0,0.6666666666666666,71.0,6,14,15,5,9,0
601,2018-09-23,West Ham United,Chelsea,90.81,180.9,18_19,11.666666666666666,35.333333333333336,0.31666666666666665,16.3,0.3333333333333333,0.0,6.666666666666667,76.10000000000001,0.0,0.0,0.3333333333333333,367.6666666666667,322.3333333333333,82.0,260.0,89.66666666666667,19.333333333333332,138.33333333333334,57.866666666666674,0.0,3.3333333333333335,13.333333333333334,0.3333333333333333,48.666666666666664,1.3333333333333333,1.6666666666666667,43.666666666666664,18.666666666666668,24.53333333333333,0.27666666666666667,17.666666666666668,0.6666666666666666,0.6666666666666666,1.6666666666666667,66.66666666666667,0.3333333333333333,0.0,0.3333333333333333,781.3333333333334,732.3333333333334,102.33333333333333,675.6666666666666,75.0,31.666666666666668,124.66666666666667,77.8,0.0,1.0,9.666666666666666,0.0,47.93333333333334,2.6666666666666665,0.6666666666666666,75.66666666666667,25,7,13,6,9,0
2,2018-09-23,Arsenal,Everton,69.89,80.69,18_19,15.333333333333334,46.73333333333333,0.49,16.599999999999998,0.6666666666666666,0.0,3.3333333333333335,54.43333333333334,0.0,0.0,0.6666666666666666,576.0,527.0,81.33333333333333,474.3333333333333,82.66666666666667,24.666666666666668,129.33333333333334,66.3,0.0,1.6666666666666667,17.333333333333332,0.0,45.79999999999999,2.6666666666666665,1.3333333333333333,65.33333333333333,12.666666666666666,20.466666666666665,0.64,17.53333333333333,1.3333333333333333,0.0,4.666666666666667,61.666666666666664,0.0,0.3333333333333333,1.6666666666666667,423.3333333333333,381.0,59.333333333333336,327.6666666666667,90.0,18.666666666666668,151.66666666666666,58.76666666666667,0.3333333333333333,2.6666666666666665,16.666666666666668,0.0,49.199999999999996,1.3333333333333333,2.0,53.666666666666664,0,9,16,6,9,1
3,2018-09-29,Arsenal,Watford,69.89,27.09,18_19,12.666666666666666,45.666666666666664,0.5566666666666666,16.366666666666667,0.3333333333333333,0.0,3.6666666666666665,61.1,0.3333333333333333,0.0,0.6666666666666666,572.6666666666666,524.0,85.33333333333333,472.6666666666667,87.33333333333333,20.0,110.0,59.93333333333334,0.0,2.0,19.0,0.0,45.53333333333333,2.3333333333333335,1.0,65.33333333333333,10.666666666666666,44.36666666666667,0.3466666666666667,17.0,0.6666666666666666,0.0,3.6666666666666665,61.13333333333333,0.0,0.0,1.6666666666666667,334.3333333333333,250.66666666666666,59.666666666666664,186.0,129.33333333333334,15.666666666666666,143.0,64.10000000000001,0.0,1.6666666666666667,11.0,0.3333333333333333,44.03333333333333,1.3333333333333333,1.3333333333333333,39.333333333333336,0,22,15,5,9,1
302,2018-09-29,Huddersfield Town,Tottenham Hotspur,43.38,0.0,18_19,11.333333333333334,27.433333333333334,0.2333333333333333,18.966666666666665,0.3333333333333333,0.0,3.6666666666666665,37.5,0.0,0.0,0.6666666666666666,383.6666666666667,333.0,81.66666666666667,266.0,125.0,14.0,170.66666666666666,62.93333333333334,0.0,1.6666666666666667,15.0,0.0,54.46666666666667,0.6666666666666666,1.6666666666666667,46.666666666666664,13.0,26.899999999999995,0.16666666666666666,18.5,1.0,0.3333333333333333,5.666666666666667,62.76666666666667,0.0,0.0,0.6666666666666666,569.3333333333334,516.0,69.33333333333333,449.0,103.0,20.333333333333332,133.66666666666666,52.06666666666666,0.0,0.6666666666666666,14.333333333333334,0.0,54.56666666666667,1.3333333333333333,1.6666666666666667,65.33333333333333,11,21,15,5,9,0
